slug,nom,nationalite,poste,statut,club,ligue,pays_club,ville_club,continent,est_etranger
adel-guemeida,Adel  Guemeida,France,Line Player,active,JS Cherbourg Manche Handball,Proligue (France),France,Cherbourg-en-Cotentin,Europe,FALSE
miljan-ivanovic,Miljan Ivanović,Serbia,Left Back,active,JS Cherbourg Manche Handball,Proligue (France),France,Cherbourg-en-Cotentin,Europe,TRUE
andry-goujon-bellevue,Andry  Goujon Bellevue,France,Left Back,active,JS Cherbourg Manche Handball,Proligue (France),France,Cherbourg-en-Cotentin,Europe,FALSE
dayann-lopez,Dayann  Lopez,France,Left Back,active,JS Cherbourg Manche Handball,Proligue (France),France,Cherbourg-en-Cotentin,Europe,FALSE
hugo-lima,Hugo  Lima,Portugal,Centre Back,active,JS Cherbourg Manche Handball,Proligue (France),France,Cherbourg-en-Cotentin,Europe,TRUE
ronaldo-hiriam-almeida-duquezne,Ronaldo Hiriam Almeida Duquezne,Cuba,Right Back,active,JS Cherbourg Manche Handball,Proligue (France),France,Cherbourg-en-Cotentin,Hors-Europe,TRUE
yanis-busselier,Yanis Busselier,France,Right Back,active,JS Cherbourg Manche Handball,Proligue (France),France,Cherbourg-en-Cotentin,Europe,FALSE
hugo-leandro-figueira-costa,Hugo Leandro  Figueira Costa,Portugal,Goalkeeper,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,TRUE
rejan-sabotic,Rejan  Sabotic,Luxembourg,Goalkeeper,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
chris-menster,Chris Menster,Luxembourg,Goalkeeper,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
vincent-journet,Vincent Journet,France,Goalkeeper,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,TRUE
enes-agovic,Enes Agovic,Luxembourg,Left Wing,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
felix-werdel,Felix  Werdel,Luxembourg,Left Wing,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
jo-vitali,Jo Vitali,Luxembourg,Left Wing,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
tom-krier,Tom  Krier,Luxembourg,Right Wing,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
lou-fancelli,Lou Fancelli,Luxembourg,Right Wing,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
ermin-muric,Ermin  Muric,Luxembourg,Line Player,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
moritz-barkow,Moritz  Barkow,Germany,Line Player,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,TRUE
luca-tomassini,Luca Tomassini,Luxembourg,Line Player,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
mats-mischo,Mats Mischo,Luxembourg,Line Player,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
bob-kirsch,Bob Kirsch,Luxembourg,Left Back,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
pol-kirsch,Pol  Kirsch,Luxembourg,Centre Back,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
sebastian-edgar,Sebastian  Edgar,England,Right Back,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Hors-Europe,TRUE
ben-goehler,Ben Goehler,Luxembourg,Right Back,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
dimitri-mitrea,Dimitri Mitrea,Luxembourg,Right Back,active,Handball Esch,AXA  (Luxembourg),Luxembourg,Esch,Europe,FALSE
remi-desbonnet,Remi  Desbonnet,France,Goalkeeper,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,FALSE
charles-bolzinger,Charles  Bolzinger,France,Goalkeeper,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,FALSE
lucas-pellas,Lucas Pellas,Sweden,Left Wing,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,TRUE
leo-plantin,Leo Plantin,France,Left Wing,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,FALSE
david-balaguer,David  Balaguer,Spain,Right Wing,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,TRUE
benjamin-richert,Benjamin Richert,France,Right Wing,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,FALSE
rogerio-moraes-ferreira,Rogerio Moraes  Ferreira,Brazil,Line Player,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Hors-Europe,TRUE
arthur-lenne,Arthur  Lenne,France,Line Player,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,FALSE
mateo-caille,Mateo Caille,France,Line Player,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,FALSE
zvonimir-srna,Zvonimir Srna,Croatia,Left Back,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,TRUE
hugo-bryan-monte-dos-santos,Hugo Bryan  Monte Dos Santos,Brazil,Left Back,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Hors-Europe,TRUE
kylian-prat,Kylian  Prat,France,Left Back,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,FALSE
diego-simonet,Diego  Simonet,Argentina,Centre Back,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Hors-Europe,TRUE
kyllian-villeminot,Kyllian  Villeminot,France,Centre Back,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,FALSE
agustin-casado-marcelo,Agustin  Casado Marcelo,Spain,Centre Back,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,TRUE
valentin-porte,Valentin  Porte,France,Right Back,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,FALSE
jack-thurin,Jack  Thurin,Sweden,Right Back,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,TRUE
lucas-guigon,Lucas  Guigon,France,Right Back,active,Montpellier Handball,Liqui Moly Starligue (France),France,Montpellier,Europe,FALSE
mattheo-peigue,Mattheo Peigue,France,Left Wing,active,USDV Handball,Nationale 1 - Group 1 (France),France,Garnay,Europe,FALSE
yassine-zaatir,Yassine Zaatir,Tunisia,Line Player,active,USDV Handball,Nationale 1 - Group 1 (France),France,Garnay,Hors-Europe,TRUE
loic-diarrassouba-calves,Loic Diarrassouba-calves,France,Right Back,active,USDV Handball,Nationale 1 - Group 1 (France),France,Garnay,Europe,FALSE
timon-leuenberger,Timon Leuenberger,Switzerland,Goalkeeper,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,FALSE
fynn-hodler,Fynn Hodler,Switzerland,Goalkeeper,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,FALSE
janes-karlen,Janes Karlen,Switzerland,Left Wing,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,FALSE
jan-recher,Jan Recher,Switzerland,Left Wing,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,FALSE
gregory-schoni,Gregory Schoni,Switzerland,Right Wing,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,FALSE
nicolas-dahler,Nicolas Dahler,Switzerland,Right Wing,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,FALSE
tobias-zehr,Tobias Zehr,Switzerland,Line Player,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,FALSE
dominik-roth,Dominik Roth,Switzerland,Line Player,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,FALSE
elias-lory,Elias Lory,Switzerland,Left Back,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,FALSE
lasse-frischknecht,Lasse Frischknecht,Switzerland,Left Back,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,FALSE
jorden-lindner,Jorden Lindner,Germany,Centre Back,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,TRUE
roman-scheidegger,Roman Scheidegger,Switzerland,Centre Back,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,FALSE
tim-caviezel,Tim Caviezel,Switzerland,Centre Back,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,FALSE
rauls-serafimovics,Rauls Serafimovics,Latvia,Centre Back,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,TRUE
dominic-neiger,Dominic Neiger,Switzerland,Right Back,active,TV Steffisburg Handball,MNLB (Switzerland),Switzerland,Steffisburg,Europe,FALSE
takumi-nakamura,Takumi  Nakamura,Japan,Goalkeeper,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
shoki-narita,Shoki  Narita,Japan,Goalkeeper,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
futa-miyagi,Futa  Miyagi,Japan,Goalkeeper,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
daiki-matsunaka,Daiki  Matsunaka,Japan,Left Wing,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
seito-yano,Seito  Yano,Japan,Left Wing,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
goki-koshio,Goki  Koshio,Japan,Left Wing,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
akihide-asano,Akihide  Asano,Japan,Right Wing,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
naotsugu-demura,Naotsugu  Demura,Japan,Right Wing,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
diego-pineiro,Diego Pineiro Martin,Spain,Line Player,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Europe,TRUE
yuki-yamaguchi,Yuki Yamaguchi,Japan,Line Player,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
soya-ichihara,Soya  Ichihara,Japan,Line Player,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
yoan-blanco-balazquez,Yoan  Blanco Balázquez,Cuba,Left Back,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,TRUE
kaito-toi,Kaito  Toi,Japan,Left Back,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
kotaro-mizumachi,Kotaro  Mizumachi,Japan,Left Back,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
masanari-hattori,Masanari  Hattori,Japan,Left Back,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
daisuke-tanaka,Daisuke  Tanaka,Japan,Centre Back,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
yusei-furuya,Yusei  Furuya,Japan,Centre Back,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
sena-fuji,Sena  Fuji,Japan,Centre Back,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
kang-tan,Kang  Tan,South Korea,Centre Back,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,TRUE
shu-ishimine,Shu  Ishimine,Japan,Right Back,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
taishi-harada,Taishi  Harada,Japan,Right Back,active,Toyoda Gosei,JHL (Japan),Japan,Aichi,Hors-Europe,FALSE
robin-dupont-marion,Robin  Dupont-Marion,France,Right Wing,active,Saint-Cyr Handball,Nationale 1 - Group 2 (France),France,Saint-Cyr,Europe,FALSE
maxence-foucault,Maxence Foucault,France,Right Wing,active,Saint-Cyr Handball,Nationale 1 - Group 2 (France),France,Saint-Cyr,Europe,FALSE
tom-robyns,Tom  Robyns,Belgium,Centre Back,active,Saint-Cyr Handball,Nationale 1 - Group 2 (France),France,Saint-Cyr,Europe,TRUE
vladimir-gosic,Vladimir  Gosic,Croatia,Goalkeeper,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
ivan-jelic,Ivan Jelic,Croatia,Goalkeeper,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
ivan-poljak,Ivan Poljak,Croatia,Goalkeeper,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
mateo-gotal,Mateo Gotal,Croatia,Left Wing,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
gabriel-buvinic,Gabriel Buvinić,Croatia,Left Wing,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
jakov-celegin,Jakov Celegin,Croatia,Left Wing,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
petar-galic,Petar Galic,Croatia,Right Wing,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
petar-sprem,Petar Sprem,Croatia,Right Wing,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
davor-maricic,Davor  Maričić,Croatia,Line Player,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
nikola-jelovcic,Nikola  Jelovčić,Croatia,Line Player,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
mislav-obradovic,Mislav Obradovic,Croatia,Line Player,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
tomislav-severec,Tomislav  Severec,Croatia,Left Back,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
ante-kaleb,Ante  Kaleb,Croatia,Left Back,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
niko-frankovic,Niko Frankovic,Croatia,Left Back,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
dorian-markusic,Dorian  Markušić,Slovenia,Centre Back,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,TRUE
marin-horvat,Marin Horvat,Croatia,Centre Back,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
sasa-petrovic,Sasa Petrovic,Croatia,Centre Back,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
martin-tomsic,Martin Tomsic,Croatia,Centre Back,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
zarko-curic,Zarko Curic,Croatia,Back,active,MRK Dugo Selo,Premijer Liga (Croatia),Croatia,Dugo Selo,Europe,FALSE
kevin-bonnefoi,Kevin  Bonnefoi,France,Goalkeeper,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,TRUE
jannis-scheidiger,Jannis  Scheidiger,Switzerland,Goalkeeper,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
sven-naf,Sven Naf,Switzerland,Goalkeeper,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
ramon-schlumpf,Ramon  Schlumpf,Switzerland,Left Wing,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
on-langenick,On  Langenick,Switzerland,Left Wing,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
ammar-idrizi,Ammar Idrizi,Switzerland,Right Wing,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
wyatt-aellen,Wyatt Aellen,Switzerland,Right Wing,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
ben-zimmermann,Ben Zimmermann,Switzerland,Wing,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
marin-sipic,Marin  Šipić,Croatia,Line Player,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,TRUE
gino-delchiappo,Gino  Delchiappo,Switzerland,Line Player,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
marc-bader,Marc Bader,Switzerland,Line Player,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
marko-milosavljevic,Marko Milosavljević,Serbia,Left Back,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,TRUE
quentin-fuchs,Quentin Fuchs,Switzerland,Left Back,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
jonas-schelker,Jonas  Schelker,Switzerland,Centre Back,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
moritz-oertli,Moritz  Oertli,Switzerland,Centre Back,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
radojica-cepic,Radojica Čepić,Montenegro,Centre Back,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,TRUE
luca-sigirst,Luca Sigirst,Switzerland,Centre Back,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
valentin-wolfisberg,Valentin Wolfisberg,Switzerland,Centre Back,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
luca-sigrist,Luca Sigrist,Switzerland,Centre Back,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,FALSE
jerome-muller,Jerome  Müller,Germany,Right Back,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,TRUE
milos-orbovic,Miloš  Orbović,Serbia,Right Back,active,HC Kriens-Luzern,Swiss Handball  (Switzerland),Switzerland,Luzern,Europe,TRUE
havard-asheim,Håvard  Åsheim,Norway,Goalkeeper,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,TRUE
nikolai-kaufmann,Nikolai Kaufmann,Denmark,Goalkeeper,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,TRUE
herman-dyberg,Herman  Dyberg,Sweden,Left Wing,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,FALSE
jonas-samuelsson,Jonas  Samuelsson,Sweden,Right Wing,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,FALSE
noel-gustafson,Noel  Gustafson,Sweden,Right Wing,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,FALSE
axel-franzen,Axel  Franzén,Sweden,Line Player,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,FALSE
markus-sjobrink,Markus  Sjöbrink,Sweden,Line Player,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,FALSE
zoran-bozic,Zoran  Bozic,Sweden,Left Back,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,FALSE
william-elovson,William  Elovson,Sweden,Left Back,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,FALSE
jacob-gustavsson,Jacob Gustavsson,Sweden,Left Back,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,FALSE
daniel-ekman,Daniel  Ekman,Sweden,Centre Back,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,FALSE
victor-ljungkvist,Victor  Ljungkvist,Sweden,Centre Back,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,FALSE
adam-ljungquist,Adam  Ljungquist,Sweden,Centre Back,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,FALSE
jonas-burud,Jonas  Burud,Norway,Right Back,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,TRUE
linus-gustavsson,Linus Gustavsson,Sweden,Right Back,active,IFK Skövde,Handbollsligan (Sweden),Sweden,Skövde,Europe,FALSE
leo-grazioli,Leo  Grazioli,Switzerland,Goalkeeper,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,FALSE
ramon-kusnandar,Ramon Kusnandar,Switzerland,Goalkeeper,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,FALSE
gustav-hein,Gustav Hein,Germany,Goalkeeper,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,TRUE
tazio-baumann,Tazio Baumann,Switzerland,Left Wing,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,FALSE
niclas-mierzwa,Niclas Mierzwa,Switzerland,Left Wing,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,FALSE
max-freiberg,Max  Freiberg,Switzerland,Right Wing,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,FALSE
leandro-lioi,Leandro Lioi,Switzerland,Right Wing,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,FALSE
lukas-koder,Lukas Koder,Germany,Right Wing,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,TRUE
konrad-hubner,Konrad Hubner,Denmark,Line Player,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,TRUE
ivan-simic,Ivan Simic,Serbia,Line Player,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,TRUE
oliver-nddesbo-eggert,Oliver  Nøddesbo Eggert,Denmark,Left Back,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,TRUE
mehdi-ben-romdhane,Mehdi Ben Romdhane,Switzerland,Left Back,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,FALSE
lukas-heer,Lukas  Heer,Switzerland,Left Back,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,FALSE
tim-rellstab,Tim  Rellstab,Switzerland,Left Back,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,FALSE
lionel-mirdita,Lionel Mirdita,Switzerland,Left Back,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,FALSE
mischa-romer,Mischa Romer,Switzerland,Left Back,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,FALSE
alessio-lioi,Alessio Lioi,Switzerland,Centre Back,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,FALSE
tiago-cuencas,Tiago Cuencas,Switzerland,Centre Back,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,FALSE
daniel-parkhomenko,Daniel  Parkhomenko,Ukraine,Right Back,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,TRUE
faris-colakovic,Faris Colakovic,Bosnia-Herzegovina,Right Back,active,Pfadi Winterthur,Swiss Handball  (Switzerland),Switzerland,Winterthur,Europe,TRUE
oleksii-piatak,Oleksii Piatak,Ukraine,Goalkeeper,active,HC Motor Zaporozhye,Ukrainian Superleague (Ukraine),Ukraine,Zaporozhye,Europe,FALSE
nazar-chudinov,Nazar Chudinov,Ukraine,Goalkeeper,active,HC Motor Zaporozhye,Ukrainian Superleague (Ukraine),Ukraine,Zaporozhye,Europe,FALSE
bohdan-vasiliev,Bohdan Vasiliev,Ukraine,Goalkeeper,active,HC Motor Zaporozhye,Ukrainian Superleague (Ukraine),Ukraine,Zaporozhye,Europe,FALSE
yaroslav-kotiuk,Yaroslav Kotiuk,Ukraine,Left Wing,active,HC Motor Zaporozhye,Ukrainian Superleague (Ukraine),Ukraine,Zaporozhye,Europe,FALSE
